Date,Open,High,Low,Close,Adj Close,Volume
2023-03-09,138.149994,138.559998,136.100006,136.570007,133.183487,4467200
2023-03-10,136.949997,137.990005,136.350006,137.190002,133.788101,5928000
2023-03-13,137.039993,141.320007,137.039993,138.139999,134.714539,8337100
2023-03-14,138.289993,140.110001,137.399994,139.850006,136.382141,9219700
2023-03-15,138.809998,142.149994,138.809998,141.830002,138.313034,8823500
2023-03-16,141.940002,143.119995,141.610001,142.889999,139.346741,7063400
2023-03-17,142.500000,143.389999,141.529999,142.929993,139.385742,16018800
2023-03-20,143.500000,145.399994,143.229996,145.130005,141.531204,8379200
2023-03-21,144.910004,145.229996,142.839996,144.080002,140.507233,7753200
2023-03-22,144.039993,145.750000,143.830002,143.990005,140.419479,5729100
2023-03-23,144.240005,145.119995,143.190002,143.789993,140.224411,5788400
2023-03-24,144.300003,146.759995,144.300003,146.720001,143.081772,6144800
2023-03-27,146.889999,147.419998,145.869995,145.949997,142.330872,5917200
2023-03-28,146.550003,146.820007,145.800003,146.360001,142.730698,4213800
2023-03-29,147.080002,147.289993,146.259995,146.809998,143.169540,4987700
2023-03-30,146.919998,147.539993,146.300003,147.449997,143.793671,4117700
2023-03-31,147.740005,148.690002,147.570007,148.690002,145.002930,7685900
2023-04-03,148.429993,150.070007,147.089996,149.509995,145.802597,5721700
2023-04-04,150.080002,151.710007,150.080002,150.229996,146.504730,6714300
2023-04-05,151.330002,152.350006,151.149994,151.259995,147.509201,6094800
2023-04-06,151.869995,152.960007,151.419998,152.220001,148.445404,5399700
2023-04-10,151.649994,151.669998,149.509995,150.960007,147.216629,4891800
2023-04-11,151.259995,151.440002,150.520004,150.660004,146.924088,6311800
2023-04-12,150.309998,152.410004,149.929993,151.070007,147.323929,6137900
2023-04-13,150.899994,151.869995,149.820007,151.770004,148.006546,5489500
2023-04-14,151.350006,151.589996,150.509995,151.000000,147.255646,4478800
2023-04-17,151.169998,151.470001,150.339996,151.050003,147.304413,4296400
2023-04-18,150.979996,151.589996,150.100006,151.210007,147.460434,4158400
2023-04-19,151.169998,151.899994,150.710007,151.240005,147.489700,3837600
2023-04-20,150.369995,151.360001,150.369995,150.850006,148.030396,5370900
2023-04-21,154.940002,158.110001,154.500000,156.070007,153.152847,14876900
2023-04-24,155.220001,157.250000,155.220001,156.350006,153.427597,8109800
2023-04-25,156.509995,157.940002,155.789993,156.389999,153.466843,8341800
2023-04-26,155.300003,156.000000,154.339996,154.580002,151.690659,4843700
2023-04-27,155.300003,156.610001,155.009995,156.470001,153.545349,4805600
2023-04-28,156.279999,157.369995,155.759995,156.380005,153.457031,5754000
2023-05-01,156.029999,157.399994,155.800003,156.570007,153.643494,3844600
2023-05-02,156.589996,156.929993,155.669998,156.429993,153.506088,5262900
2023-05-03,156.639999,157.570007,155.429993,156.229996,153.309845,5775000
2023-05-04,156.100006,156.600006,155.089996,155.509995,152.603287,4892600
2023-05-05,155.399994,156.309998,154.690002,156.029999,153.113571,3988200
2023-05-08,155.350006,155.729996,154.869995,155.300003,152.397217,4950700
2023-05-09,155.850006,155.979996,153.580002,153.710007,150.836945,4472100
2023-05-10,153.449997,154.320007,152.440002,154.029999,151.150970,4754900
2023-05-11,154.809998,154.889999,153.389999,154.389999,151.504227,3495300
2023-05-12,154.699997,156.050003,154.389999,155.960007,153.044891,5252200
2023-05-15,156.610001,156.750000,154.639999,156.009995,153.093933,5414900
2023-05-16,155.869995,156.919998,154.929993,155.740005,152.828995,5591500
2023-05-17,156.259995,156.559998,153.899994,155.080002,152.181335,4286900
2023-05-18,153.309998,153.649994,151.600006,152.529999,149.678986,6997600
2023-05-19,152.470001,153.320007,151.839996,153.169998,150.307022,4752700
2023-05-22,152.500000,152.600006,148.830002,149.160004,146.371994,7876200
2023-05-23,148.789993,148.880005,147.070007,147.550003,144.792084,6116000
2023-05-24,147.589996,148.199997,146.089996,146.330002,143.594864,5755400
2023-05-25,145.490005,146.210007,144.350006,145.389999,142.672455,6510300
2023-05-26,145.330002,146.009995,144.729996,145.399994,142.682266,4716400
2023-05-30,143.860001,144.039993,142.350006,143.179993,140.503754,5561000
2023-05-31,143.160004,143.979996,141.899994,142.500000,139.836472,19854800
2023-06-01,143.250000,144.119995,142.449997,143.960007,141.269180,6091100
2023-06-02,144.509995,146.679993,144.389999,146.520004,143.781326,6123500
2023-06-05,146.050003,147.850006,145.729996,145.940002,143.212173,4753700
2023-06-06,146.070007,146.309998,143.550003,144.490005,141.789276,4635900
2023-06-07,144.009995,145.119995,143.470001,144.800003,142.093475,6194400
2023-06-08,145.339996,146.649994,144.919998,146.440002,143.702835,4863700
2023-06-09,145.679993,146.779999,144.729996,146.559998,143.820587,5569500
2023-06-12,147.000000,147.009995,144.550003,145.410004,142.692093,5354000
2023-06-13,144.509995,145.679993,144.279999,145.059998,142.348618,5321200
2023-06-14,145.309998,146.889999,144.830002,146.419998,143.683197,5693300
2023-06-15,147.169998,148.970001,146.539993,148.449997,145.675262,5863000
2023-06-16,148.919998,150.089996,148.899994,149.539993,146.744858,11243900
2023-06-20,149.750000,150.279999,148.110001,148.160004,145.390671,5340700
2023-06-21,148.259995,149.600006,147.869995,149.440002,146.646744,4649700
2023-06-22,150.350006,151.100006,149.479996,149.949997,147.147217,6666800
2023-06-23,150.250000,150.529999,147.960007,148.460007,145.685074,13843300
2023-06-26,148.100006,148.970001,146.720001,148.610001,145.832275,4353100
2023-06-27,148.440002,150.169998,148.389999,150.020004,147.215912,5445400
2023-06-28,149.330002,150.300003,147.960007,149.990005,147.186478,6733300
2023-06-29,148.479996,149.699997,147.100006,149.380005,146.587875,7343000
2023-06-30,149.830002,152.070007,149.789993,151.740005,148.903748,7055600
2023-07-03,151.479996,152.529999,150.470001,152.500000,149.649551,3996100
2023-07-05,151.630005,152.460007,151.440002,152.240005,149.394424,8279800
2023-07-06,151.199997,152.190002,150.759995,151.990005,149.149094,7958300
2023-07-07,151.710007,151.919998,148.750000,148.800003,146.018723,9163500
2023-07-10,148.940002,150.320007,148.740005,148.860001,146.077591,5529200
2023-07-11,148.729996,149.050003,146.960007,148.080002,145.312180,5150300
2023-07-12,148.029999,149.399994,147.639999,148.850006,146.067780,6764600
2023-07-13,149.000000,149.520004,148.199997,148.949997,146.165909,5561400
2023-07-14,149.270004,150.630005,148.729996,150.050003,147.245346,6128500
2023-07-17,149.649994,150.160004,148.970001,148.990005,146.205170,4625300
2023-07-18,148.639999,150.479996,148.380005,149.270004,146.479935,5355200
2023-07-19,149.550003,150.820007,148.860001,150.289993,147.480865,6203600
2023-07-20,149.550003,150.750000,148.139999,150.559998,148.676712,6445400
2023-07-21,151.149994,153.669998,150.699997,152.929993,151.017059,9938100
2023-07-24,152.839996,153.949997,152.300003,153.419998,151.500931,5549500
2023-07-25,153.479996,153.860001,152.449997,153.779999,151.856430,5883800
2023-07-26,153.119995,154.839996,152.889999,153.940002,152.014450,7013800
2023-07-27,154.160004,154.600006,151.919998,152.110001,150.207321,7191600
2023-07-28,154.660004,157.479996,154.600006,156.410004,154.453552,9397300
2023-07-31,156.399994,157.679993,155.059998,156.300003,154.344925,7955200
2023-08-01,155.880005,157.169998,155.869995,156.250000,154.295532,5718800
2023-08-02,155.970001,157.729996,155.970001,156.589996,154.631287,5636000
2023-08-03,156.759995,157.699997,156.210007,157.000000,155.036163,5792700
2023-08-04,157.429993,157.729996,155.149994,155.279999,153.337662,4782800
2023-08-07,155.669998,157.149994,155.490005,156.919998,154.957153,4107400
2023-08-08,157.279999,157.630005,156.529999,157.089996,155.125031,4625500
2023-08-09,157.309998,158.089996,156.770004,156.889999,154.927536,4293200
2023-08-10,157.169998,158.380005,155.800003,156.110001,154.157288,4307800
2023-08-11,156.429993,157.460007,155.789993,157.020004,155.055908,3861200
2023-08-14,157.130005,157.529999,155.500000,155.789993,153.841293,4297600
2023-08-15,155.789993,155.970001,154.460007,154.789993,152.853790,6921100
2023-08-16,154.759995,155.729996,152.869995,153.210007,151.293579,6356800
2023-08-17,153.210007,153.559998,151.789993,152.110001,150.207321,6419500
2023-08-18,151.619995,152.889999,151.169998,152.539993,150.631927,5448200
2023-08-21,152.089996,152.779999,151.259995,151.770004,149.871582,4504700
2023-08-22,151.419998,152.149994,150.929993,151.830002,149.930817,4196000
2023-08-23,152.470001,153.479996,152.470001,153.250000,151.333054,4522500
2023-08-24,152.550003,154.679993,152.479996,152.539993,150.631927,4088900
2023-08-25,153.399994,154.080002,152.460007,153.539993,151.619431,3541500
2023-08-28,153.710007,154.369995,153.050003,153.779999,151.856430,3614700
2023-08-29,153.949997,154.039993,152.029999,153.869995,151.945297,4034600
2023-08-30,154.100006,154.869995,153.710007,154.039993,152.113174,3712200
2023-08-31,154.119995,155.160004,153.830002,154.339996,152.409424,5451400
2023-09-01,154.899994,155.279999,153.559998,154.509995,152.577301,4126300
2023-09-05,153.800003,154.850006,152.399994,152.440002,150.533188,5097000
2023-09-06,152.289993,152.449997,151.539993,152.139999,150.236954,3877400
2023-09-07,152.490005,154.190002,152.369995,153.589996,151.668823,4824800
2023-09-08,153.419998,153.460007,152.350006,152.929993,151.017059,3384700
2023-09-11,153.330002,155.100006,153.080002,154.750000,152.814301,4288500
2023-09-12,154.990005,155.149994,151.570007,152.029999,150.128326,4537800
2023-09-13,151.979996,153.589996,151.660004,153.089996,151.175064,4040600
2023-09-14,153.850006,154.919998,153.369995,154.770004,152.834061,4606800
2023-09-15,154.029999,155.320007,153.229996,153.470001,151.550323,10255600
2023-09-18,154.449997,154.479996,153.509995,154.050003,152.123062,3536500
2023-09-19,153.750000,154.059998,151.740005,153.600006,151.678680,4704200
2023-09-20,153.770004,154.779999,153.360001,153.470001,151.550323,5446400
2023-09-21,153.449997,153.710007,152.070007,152.139999,150.236954,5096400
2023-09-22,152.440002,153.339996,151.380005,151.580002,149.683960,6327000
2023-09-25,151.179993,151.279999,150.020004,150.660004,148.775467,5527000
2023-09-26,149.979996,150.360001,148.789993,149.320007,147.452240,6366500
2023-09-27,149.419998,149.699997,146.630005,147.339996,145.496979,5403700
2023-09-28,147.820007,147.979996,145.679993,146.339996,144.509491,6237100
2023-09-29,146.539993,146.770004,144.820007,145.860001,144.035507,6675100
2023-10-02,144.779999,145.600006,143.899994,145.190002,143.373886,5153800
2023-10-03,145.169998,146.490005,145.009995,145.490005,143.670135,4670600
2023-10-04,145.589996,146.309998,144.929993,145.970001,144.144135,4727800
2023-10-05,145.679993,146.089996,143.690002,143.800003,142.001266,5205700
2023-10-06,143.600006,144.559998,141.449997,144.089996,142.287643,7406300
2023-10-09,143.360001,143.970001,141.600006,143.360001,141.566772,5062200
2023-10-10,143.979996,145.220001,143.720001,144.779999,142.969009,5988900
2023-10-11,145.139999,145.559998,142.559998,143.000000,141.211273,5469100
2023-10-12,142.789993,143.929993,141.660004,143.320007,141.527267,5965600
2023-10-13,143.190002,145.029999,143.190002,144.690002,142.880142,7078900
2023-10-16,145.860001,147.059998,145.460007,146.070007,144.242874,6509800
2023-10-17,146.110001,146.820007,145.240005,146.259995,144.430496,6160100
2023-10-18,150.059998,151.300003,148.770004,150.029999,148.153351,10508500
2023-10-19,149.610001,150.279999,147.179993,148.250000,147.319611,8146000
2023-10-20,149.050003,149.880005,147.919998,148.050003,147.120865,7283900
2023-10-23,147.860001,149.500000,147.559998,148.149994,147.220230,5981800
2023-10-24,148.119995,150.070007,148.070007,149.899994,148.959244,6322000
2023-10-25,149.639999,151.190002,149.119995,150.600006,149.654861,6172900
2023-10-26,151.050003,151.380005,149.740005,149.800003,148.859879,7582100
2023-10-27,148.979996,149.949997,146.279999,147.160004,146.236450,8131800
2023-10-30,147.899994,149.550003,147.539993,149.259995,148.323257,5412800
2023-10-31,149.460007,150.259995,148.639999,150.029999,149.088440,6762100
2023-11-01,150.679993,150.679993,149.210007,149.610001,148.671066,5896900
2023-11-02,149.539993,151.649994,148.910004,151.440002,150.489594,5859200
2023-11-03,151.789993,152.289993,149.619995,150.070007,149.128189,6587700
2023-11-06,150.360001,151.250000,150.100006,150.940002,149.992722,6480800
2023-11-07,150.919998,151.250000,150.119995,150.589996,149.644913,6003800
2023-11-08,150.960007,151.199997,149.509995,150.009995,149.068558,4832600
2023-11-09,149.740005,150.350006,149.119995,150.350006,149.406433,6581500
2023-11-10,150.839996,151.440002,149.919998,151.410004,150.459778,5387200
2023-11-13,151.449997,152.899994,151.449997,152.460007,151.503189,6297500
2023-11-14,152.550003,153.500000,151.679993,152.119995,151.165314,7982600
2023-11-15,152.059998,152.389999,150.380005,151.419998,150.469711,7672600
2023-11-16,151.990005,152.889999,151.309998,152.830002,151.870865,7590500
2023-11-17,152.720001,152.839996,150.889999,151.070007,150.121918,8495600
2023-11-20,150.210007,151.029999,149.660004,150.270004,149.326935,6856500
2023-11-21,149.850006,150.009995,148.830002,149.610001,148.671066,7310400
2023-11-22,150.100006,151.479996,150.100006,151.020004,150.072235,4372700
2023-11-24,151.179993,151.740005,151.029999,151.380005,150.429962,2132500
2023-11-27,151.520004,151.639999,150.740005,151.240005,150.290848,6021300
2023-11-28,151.149994,152.770004,151.149994,152.289993,151.334244,6110400
2023-11-29,152.289993,152.449997,150.990005,151.130005,150.181534,5342700
2023-11-30,150.899994,153.630005,150.080002,153.520004,152.556534,9771300
2023-12-01,153.330002,153.490005,152.229996,152.660004,151.701935,5684600
2023-12-04,151.770004,152.529999,151.660004,152.059998,151.105698,6578300
2023-12-05,152.139999,152.610001,146.179993,146.759995,145.838959,11895800
2023-12-06,147.009995,147.160004,145.639999,146.649994,145.729645,7610000
2023-12-07,146.570007,147.100006,146.020004,146.500000,145.580597,6119600
2023-12-08,145.919998,146.240005,144.520004,145.149994,144.239059,6384000
2023-12-11,144.800003,145.869995,144.649994,145.820007,144.904861,8471200
2023-12-12,145.860001,146.229996,145.080002,145.940002,145.024109,6069200
2023-12-13,145.860001,148.649994,145.449997,148.580002,147.647537,9055500
2023-12-14,148.460007,148.550003,144.380005,144.660004,143.752136,10565200
2023-12-15,143.179993,144.250000,142.500000,143.960007,143.056534,14549700
2023-12-18,144.169998,147.490005,144.149994,146.169998,145.252655,8421800
2023-12-19,145.669998,146.339996,145.389999,146.169998,145.252655,5233600
2023-12-20,145.570007,146.070007,143.839996,143.910004,143.006851,7663800
2023-12-21,144.520004,144.789993,143.130005,144.259995,143.354645,6104700
2023-12-22,144.500000,145.630005,144.289993,145.279999,144.368240,4412800
2023-12-26,145.089996,146.169998,144.970001,145.940002,145.024109,3634900
2023-12-27,145.649994,146.309998,145.360001,146.059998,145.143356,4569400
2023-12-28,146.000000,146.009995,145.039993,145.729996,144.815414,5023000
2023-12-29,146.000000,146.960007,145.729996,146.539993,145.620331,5300900
